official_book_code,official_book_name,official_unit_code,official_unit_name,official_sort_order,word,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,exchange,detail,audio,example_en_1,example_cn_1,example_en_2,example_cn_2,example_1_source,example_1_license,example_1_matched_form,example_1_tatoeba_en_sentence_id,example_1_tatoeba_cn_sentence_id,example_1_tatoeba_en_url,example_1_tatoeba_cn_url,example_1_tatoeba_en_author,example_1_tatoeba_cn_author,example_1_author_status,example_1_attribution_notes,example_2_source,example_2_license,example_2_matched_form,example_2_tatoeba_en_sentence_id,example_2_tatoeba_cn_sentence_id,example_2_tatoeba_en_url,example_2_tatoeba_cn_url,example_2_tatoeba_en_author,example_2_tatoeba_cn_author,example_2_author_status,example_2_attribution_notes
cet4,大学英语四级词库,all,全部,11,abundant,ә'bʌndәnt,a. present in great quantity,"a. 丰富的, 充分的, 大量的",,1,,gk cet4 ky toefl gre,7823,6223,,,,There is an abundant supply of foodstuffs.,粮食供应十分充足。,The United States is abundant in natural resources.,美国的自然资源很丰富。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,abundant,268802,633875,https://tatoeba.org/en/sentences/show/268802,https://tatoeba.org/en/sentences/show/633875,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,abundant,320221,334791,https://tatoeba.org/en/sentences/show/320221,https://tatoeba.org/en/sentences/show/334791,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
cet4,大学英语四级词库,all,全部,12,abuse,ә'bju:s.ә'bju:z,n. a rude expression intended to offend or hurt\nv. use foul or abusive language towards\nv. use wrongly or improperly or excessively,"n. 滥用, 虐待, 恶习, 辱骂\nvt. 滥用, 辱骂, 虐待",,4,1,gk cet4 cet6 ky toefl ielts gre,2352,1540,d:abused/s:abuses/i:abusing/3:abuses/p:abused,,,We can only abuse of things that are good.,我们只能滥用善良的。,"When it comes to drugs, there's a very fine line between use and abuse.",用药和滥药只差一线。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,abuse,901867,2575652,https://tatoeba.org/en/sentences/show/901867,https://tatoeba.org/en/sentences/show/2575652,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,abuse,2190431,6488764,https://tatoeba.org/en/sentences/show/2190431,https://tatoeba.org/en/sentences/show/6488764,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
cet4,大学英语四级词库,all,全部,13,academic,.ækә'demik,a. associated with academia or an academy\ns. hypothetical or theoretical and not expected to produce an immediate or practical result\ns. marked by a narrow focus on or display of learning especially its trivial aspects,"a. 学院的, 学术的, 不切实际的\nn. 大学生, 大学教师, 学者, 学会会员",,3,1,gk cet4 cet6 ky toefl ielts gre,1941,1465,s:academics,,,Academic fraud is more common than you might think.,学术造假比你想象的普遍。,"Schoolwork, cultural work and academic work should all be promoted together.",学生工作、文化工作和学术工作应该同时推进。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,academic,3070175,5630453,https://tatoeba.org/en/sentences/show/3070175,https://tatoeba.org/en/sentences/show/5630453,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,academic,7782288,5649293,https://tatoeba.org/en/sentences/show/7782288,https://tatoeba.org/en/sentences/show/5649293,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
cet4,大学英语四级词库,all,全部,14,academy,ә'kædәmi,n. a secondary school (usually private)\nn. an institution for the advancement of art or science or literature\nn. a school for special training\nn. a learned establishment for the advancement of knowledge,"n. 学院, 院校, 学会",,2,,gk cet4 cet6 ky toefl,4366,4895,s:academies,,,The results of the Chinese Academy of Sciences' survey are like this.,中国科学院的调查结果是这样的。,,,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,academy,7834547,4264613,https://tatoeba.org/en/sentences/show/7834547,https://tatoeba.org/en/sentences/show/4264613,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,,,,,,,,,,,
cet4,大学英语四级词库,all,全部,15,accelerate,әk'selәreit,v. move faster\nv. cause to move faster,"v. 加速, 促进",,2,,gk cet4 cet6 ky toefl ielts gre,5328,4925,p:accelerated/d:accelerated/i:accelerating/3:accelerates,,,The car continued to accelerate.,车子继续加速。,,,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,accelerate,3621197,1489766,https://tatoeba.org/en/sentences/show/3621197,https://tatoeba.org/en/sentences/show/1489766,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,,,,,,,,,,,
cet4,大学英语四级词库,all,全部,16,acceleration,әk.selә'reiʃәn,n. an increase in rate of change\nn. the act of accelerating; increasing the speed\nn. (physics) a rate of increase of velocity,"n. 加速, 促进, 加速度\n[化] 加速度",,1,,cet4 toefl,7072,8018,s:accelerations,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cet4,大学英语四级词库,all,全部,17,accent,'æksәnt,n. distinctive manner of oral expression\nn. a diacritical mark used to indicate stress or placed above a vowel to indicate a special pronunciation,"n. 重音, 口音, 特点, 注重点\nvt. 重读, 加重音号于, 强调",,2,1,zk gk cet4 ky,3701,4140,s:accents/p:accented/i:accenting/d:accented/3:accents,,,"The accent in ""guitar"" falls on the second syllable.",「Guitar」一字的重音在第二音节。,He speaks English with a German accent.,他说英语有德国口音。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,accent,72219,340160,https://tatoeba.org/en/sentences/show/72219,https://tatoeba.org/en/sentences/show/340160,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,accent,291928,2257007,https://tatoeba.org/en/sentences/show/291928,https://tatoeba.org/en/sentences/show/2257007,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
cet4,大学英语四级词库,all,全部,18,accept,әk'sept,v. consider or hold as true\nv. receive willingly something given or offered\nv. give an affirmative reply to; respond favorably to\nv. react favorably to; consider right and proper,"vt. 接受, 承认, 同意, 相信, 赞成, 承担, 承兑, 采纳, 接纳, 容忍\nvi. 同意",,5,1,zk gk cet4 ky,488,766,d:accepted/p:accepted/i:accepting/3:accepts,,,Many conservative women still can't accept fishnet stockings.,很多保守的女生还是接受不了网袜。,People can accept praise more easily than criticism.,赞扬比批评更容易让人接受。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,accept,6010320,5964232,https://tatoeba.org/en/sentences/show/6010320,https://tatoeba.org/en/sentences/show/5964232,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,accept,6010200,2442133,https://tatoeba.org/en/sentences/show/6010200,https://tatoeba.org/en/sentences/show/2442133,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
cet4,大学英语四级词库,all,全部,19,acceptable,әk'septәbl,a. worthy of acceptance or satisfactory\ns. judged to be in conformity with approved usage\ns. adequate for the purpose,"a. 可接受的, 合意的, 可忍受的",,3,1,cet4,2388,3415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cet4,大学英语四级词库,all,全部,20,acceptance,әk'septәns,n. the state of being acceptable and accepted\nn. (contract law) words signifying consent to the terms of an offer (thereby creating a contract)\nn. banking: a time draft drawn on and accepted by a bank\nn. the act of taking something that is offered,"n. 接受, 接纳, 承认, 同意, 赞同, 容忍, 相信\n[经] 承兑, 认付, (工程)验收",,2,,cet4 cet6 ky,2899,3443,s:acceptances,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cet4,大学英语四级词库,all,全部,21,access,'ækses,n. the right to obtain or make use of or take advantage of something (as services or membership)\nn. a way of entering or leaving\nn. a code (a series of characters or digits) that must be entered in some way (typed or dialed or spoken) to get the use of something (a telephone line or a computer or a local area network etc.)\nn. (computer science) the operation of reading or writing stored information,"n. 通路, 入口, 接近, 进入, 使用权, 发作\nvt. 访问, 存取, 接近, 使用\n[计] 访问, 存取",,3,1,gk cet4 cet6 ky toefl ielts gre,999,1113,d:accessed/i:accessing/3:accesses/s:accesses/p:accessed,,,Any student with an I.D. card has access to the library.,所有持有学生证的学生均可进入图书馆。,The burglar gained access to the house through this door.,窃贼是从这扇门进到屋子里的。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,access,269836,346843,https://tatoeba.org/en/sentences/show/269836,https://tatoeba.org/en/sentences/show/346843,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,access,278629,1438726,https://tatoeba.org/en/sentences/show/278629,https://tatoeba.org/en/sentences/show/1438726,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
cet4,大学英语四级词库,all,全部,22,accessory,әk'sesәri,"n. clothing that is worn or carried, but not part of your main clothing\nn. a supplementary component that improves capability\nn. someone who helps another person commit a crime\ns. furnishing added support","n. 附件, 零件, 附加物, 从犯, 同谋\na. 附属的, 补充的, 同谋的, 帮凶的, 非主要的, 副的\n[计] 附件",,2,,cet4 cet6 ky toefl ielts gre,7048,6429,s:accessories,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cet4,大学英语四级词库,all,全部,23,accident,'æksidәnt,n. an unfortunate mishap; especially one causing damage or injury\nn. anything that happens suddenly or by chance without an apparent cause,"n. 意外事件, 机遇, 事故, 次要方面\n[化] 意外事故; 事故",,3,1,zk gk cet4 ky toefl,1187,1707,s:accidents,,,The accident seemed to have something to do with the heavy snow.,事故似乎和厚厚的积雪有关。,The accident arose from a simple mistake.,事故由一个简单的错误产生。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,accident,47099,792796,https://tatoeba.org/en/sentences/show/47099,https://tatoeba.org/en/sentences/show/792796,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,accident,47097,335361,https://tatoeba.org/en/sentences/show/47097,https://tatoeba.org/en/sentences/show/335361,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
cet4,大学英语四级词库,all,全部,24,accidental,.æksi'dentl,n. a musical notation that makes a note sharp or flat or natural although that is not part of the key signature\ns. happening by chance or unexpectedly or unintentionally,"a. 意外的, 偶然的, 非主要的, 附属的\nn. 临时记号, 次要方面",,2,1,cet4 cet6 ky toefl,6917,7485,s:accidentals,,,That discovery was quite accidental.,那个发现纯属偶然。,,,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,accidental,44439,332427,https://tatoeba.org/en/sentences/show/44439,https://tatoeba.org/en/sentences/show/332427,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,,,,,,,,,,,
cet4,大学英语四级词库,all,全部,25,accommodate,ә'kɒmәdeit,v. provide with something desired or needed\nv. have room for; hold without crowding\nv. make (one thing) compatible with (another),"vt. 使适应, 调和, 通融, 容纳, 向...提供\nvi. 适应",,2,,cet4 cet6 ky toefl ielts gre,3404,3717,d:accommodated/i:accommodating/3:accommodates/p:accommodated,,,This classroom can accommodate only thirty students.,这间班房只能容纳三十个学生。,The motel can accommodate as many as 400 guests.,汽车旅馆可以接待多达400名客人。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,accommodate,59669,546598,https://tatoeba.org/en/sentences/show/59669,https://tatoeba.org/en/sentences/show/546598,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,accommodate,49843,799253,https://tatoeba.org/en/sentences/show/49843,https://tatoeba.org/en/sentences/show/799253,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
