official_book_code,official_book_name,official_unit_code,official_unit_name,official_sort_order,word,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,exchange,detail,audio,example_en_1,example_cn_1,example_en_2,example_cn_2,example_1_source,example_1_license,example_1_matched_form,example_1_tatoeba_en_sentence_id,example_1_tatoeba_cn_sentence_id,example_1_tatoeba_en_url,example_1_tatoeba_cn_url,example_1_tatoeba_en_author,example_1_tatoeba_cn_author,example_1_author_status,example_1_attribution_notes,example_2_source,example_2_license,example_2_matched_form,example_2_tatoeba_en_sentence_id,example_2_tatoeba_cn_sentence_id,example_2_tatoeba_en_url,example_2_tatoeba_cn_url,example_2_tatoeba_en_author,example_2_tatoeba_cn_author,example_2_author_status,example_2_attribution_notes
gk,高考英语词库,all,全部,11,abroad,ә'brɒ:d,s. in a foreign country\nr. to or in a foreign country,"adv. 往国外, 到室外, 到处\na. 往国外的, 在室外的, 广泛四散的",,3,1,zk gk toefl,2243,3363,,,,The President is usually accompanied by his wife when he goes abroad.,总统出国通常有妻子陪伴。,I talked with my parents about my studying abroad.,我跟父母讲了留学的事情。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,abroad,275879,340091,https://tatoeba.org/en/sentences/show/275879,https://tatoeba.org/en/sentences/show/340091,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,abroad,262222,330587,https://tatoeba.org/en/sentences/show/262222,https://tatoeba.org/en/sentences/show/330587,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
gk,高考英语词库,all,全部,12,abrupt,ә'brʌpt,s. marked by sudden changes in subject and sharp transitions\ns. exceedingly sudden and unexpected\ns. extremely steep\ns. surprisingly and unceremoniously brusque in manner,"a. 突然的, 唐突的, 陡峭的, 不连贯的",,2,,gk cet6 ky toefl ielts gre,8560,8703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gk,高考英语词库,all,全部,13,absence,'æbsәns,"n. the state of being absent\nn. failure to be present\nn. the time interval during which something or somebody is away\nn. the occurrence of an abrupt, transient loss or impairment of consciousness (which is not subsequently remembered), sometimes with light twitching, fluttering eyelids, etc.; common in petit mal epilepsy","n. 缺席, 缺乏, 没有\n[医] 失神",,3,1,gk cet4 cet6 ky toefl,1585,2524,s:absences,,,A Mr West called in your absence.,有个West先生在你不在的时候打过电话来。,In reality black is not a color; it is the absence of color.,黑色其实不是一种颜色，而是一种没有颜色的状态。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,absence,325488,414215,https://tatoeba.org/en/sentences/show/325488,https://tatoeba.org/en/sentences/show/414215,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,absence,265252,1359702,https://tatoeba.org/en/sentences/show/265252,https://tatoeba.org/en/sentences/show/1359702,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
gk,高考英语词库,all,全部,14,absent,'æbsәnt,v. go away or leave\na. not being in a specified place\ns. lost in thought; showing preoccupation,"a. 缺席的, 不在的, 缺乏的, 漫不经心的\nvt. 使缺席",,2,1,zk gk cet4 cet6 ky toefl,4300,5516,p:absented/i:absenting/d:absented/3:absents,,,We need you to tell us why you were absent all last week.,我们要你告诉我们你为什么整个上周都缺勤。,She's been absent from school for five days.,她已经五天不上学了。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,absent,3724399,5911690,https://tatoeba.org/en/sentences/show/3724399,https://tatoeba.org/en/sentences/show/5911690,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,absent,1396368,1873014,https://tatoeba.org/en/sentences/show/1396368,https://tatoeba.org/en/sentences/show/1873014,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
gk,高考英语词库,all,全部,15,absolute,'æbsәlu:t,n. something that is conceived or that exists independently and not in relation to other things; something that does not depend on anything else and is beyond human control; something that is not relative\na. perfect or complete or pure\ns. complete and without restriction or qualification; sometimes used informally as intensifiers\ns. not limited by law,"a. 绝对的, 专制的, 完全的, 独立的\nn. 绝对事物",,3,1,gk cet4 cet6 ky toefl gre,2420,3165,s:absolutes,,,A computer is an absolute necessity now.,电脑现在是一个绝对必要的东西了。,The lord held absolute power over his subjects.,领主对他的臣民有绝对权力。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,absolute,54558,801309,https://tatoeba.org/en/sentences/show/54558,https://tatoeba.org/en/sentences/show/801309,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,absolute,48601,334772,https://tatoeba.org/en/sentences/show/48601,https://tatoeba.org/en/sentences/show/334772,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
gk,高考英语词库,all,全部,16,absorb,әb'sɒ:b,"v. become imbued\nv. take up mentally\nv. take up, as of debts or payments\nv. take in, also metaphorically","vt. 吸收, 使全神贯注, 同化, 买进, 理解, 承受, 忍受, 承担\n[医] 吸收",,2,1,gk cet4 cet6 ky toefl ielts gre,2879,3120,d:absorbed/p:absorbed/3:absorbs/i:absorbing,,,Trees give off oxygen and absorb carbon dioxide.,树木排出氧气，吸收二氧化碳。,It feels like it's going to absorb you into another world.,它的感觉像是它把你吸到了另外一个世界。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,absorb,266244,380720,https://tatoeba.org/en/sentences/show/266244,https://tatoeba.org/en/sentences/show/380720,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,absorb,4835367,4844745,https://tatoeba.org/en/sentences/show/4835367,https://tatoeba.org/en/sentences/show/4844745,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
gk,高考英语词库,all,全部,17,abstract,'æbstrækt,v. consider a concept without thinking of a specific example; consider abstractly or theoretically\nv. consider apart from a particular case or instance\nv. give an abstract (of)\na. existing only in the mind; separated from embodiment,"a. 抽象的, 深奥的\nn. 摘要, 抽象概念\nvt. 摘要, 提炼, 使抽象化\n[计] 摘录; 摘要; 抽象",,2,,gk cet4 cet6 ky toefl ielts gre,3729,4007,s:abstracts/d:abstracted/i:abstracting/3:abstracts/p:abstracted,,,"To him, hunger was an abstract concept; he always had enough to eat.",对他来说，「肚子饿」是个抽象的概念，因为他从来就没有饿过。,Some abstract art is difficult to understand.,一些抽象艺术是很难理解的。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,abstract,1933,408448,https://tatoeba.org/en/sentences/show/1933,https://tatoeba.org/en/sentences/show/408448,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,abstract,277567,798166,https://tatoeba.org/en/sentences/show/277567,https://tatoeba.org/en/sentences/show/798166,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
gk,高考英语词库,all,全部,18,absurd,әb'sә:d,n. a situation in which life seems irrational and meaningless\ns. inconsistent with reason or logic or common sense\ns. incongruous; inviting ridicule,"a. 荒谬的, 不合理的, 可笑的\nn. 荒诞",,2,,gk cet6 ky toefl ielts gre,5676,5901,s:absurds,,,It's absurd of you to do that.,您这么做很荒唐。,I think that this is all quite absurd.,这一切在我看来都颇为荒唐。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,absurd,17990,487505,https://tatoeba.org/en/sentences/show/17990,https://tatoeba.org/en/sentences/show/487505,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,absurd,7801494,1855068,https://tatoeba.org/en/sentences/show/7801494,https://tatoeba.org/en/sentences/show/1855068,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
gk,高考英语词库,all,全部,19,abundant,ә'bʌndәnt,a. present in great quantity,"a. 丰富的, 充分的, 大量的",,1,,gk cet4 ky toefl gre,7823,6223,,,,There is an abundant supply of foodstuffs.,粮食供应十分充足。,The United States is abundant in natural resources.,美国的自然资源很丰富。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,abundant,268802,633875,https://tatoeba.org/en/sentences/show/268802,https://tatoeba.org/en/sentences/show/633875,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,abundant,320221,334791,https://tatoeba.org/en/sentences/show/320221,https://tatoeba.org/en/sentences/show/334791,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
gk,高考英语词库,all,全部,20,abuse,ә'bju:s.ә'bju:z,n. a rude expression intended to offend or hurt\nv. use foul or abusive language towards\nv. use wrongly or improperly or excessively,"n. 滥用, 虐待, 恶习, 辱骂\nvt. 滥用, 辱骂, 虐待",,4,1,gk cet4 cet6 ky toefl ielts gre,2352,1540,d:abused/s:abuses/i:abusing/3:abuses/p:abused,,,We can only abuse of things that are good.,我们只能滥用善良的。,"When it comes to drugs, there's a very fine line between use and abuse.",用药和滥药只差一线。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,abuse,901867,2575652,https://tatoeba.org/en/sentences/show/901867,https://tatoeba.org/en/sentences/show/2575652,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,abuse,2190431,6488764,https://tatoeba.org/en/sentences/show/2190431,https://tatoeba.org/en/sentences/show/6488764,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
gk,高考英语词库,all,全部,21,academic,.ækә'demik,a. associated with academia or an academy\ns. hypothetical or theoretical and not expected to produce an immediate or practical result\ns. marked by a narrow focus on or display of learning especially its trivial aspects,"a. 学院的, 学术的, 不切实际的\nn. 大学生, 大学教师, 学者, 学会会员",,3,1,gk cet4 cet6 ky toefl ielts gre,1941,1465,s:academics,,,Academic fraud is more common than you might think.,学术造假比你想象的普遍。,"Schoolwork, cultural work and academic work should all be promoted together.",学生工作、文化工作和学术工作应该同时推进。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,academic,3070175,5630453,https://tatoeba.org/en/sentences/show/3070175,https://tatoeba.org/en/sentences/show/5630453,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,academic,7782288,5649293,https://tatoeba.org/en/sentences/show/7782288,https://tatoeba.org/en/sentences/show/5649293,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
gk,高考英语词库,all,全部,22,academy,ә'kædәmi,n. a secondary school (usually private)\nn. an institution for the advancement of art or science or literature\nn. a school for special training\nn. a learned establishment for the advancement of knowledge,"n. 学院, 院校, 学会",,2,,gk cet4 cet6 ky toefl,4366,4895,s:academies,,,The results of the Chinese Academy of Sciences' survey are like this.,中国科学院的调查结果是这样的。,,,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,academy,7834547,4264613,https://tatoeba.org/en/sentences/show/7834547,https://tatoeba.org/en/sentences/show/4264613,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,,,,,,,,,,,
gk,高考英语词库,all,全部,23,accelerate,әk'selәreit,v. move faster\nv. cause to move faster,"v. 加速, 促进",,2,,gk cet4 cet6 ky toefl ielts gre,5328,4925,p:accelerated/d:accelerated/i:accelerating/3:accelerates,,,The car continued to accelerate.,车子继续加速。,,,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,accelerate,3621197,1489766,https://tatoeba.org/en/sentences/show/3621197,https://tatoeba.org/en/sentences/show/1489766,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,,,,,,,,,,,
gk,高考英语词库,all,全部,24,accent,'æksәnt,n. distinctive manner of oral expression\nn. a diacritical mark used to indicate stress or placed above a vowel to indicate a special pronunciation,"n. 重音, 口音, 特点, 注重点\nvt. 重读, 加重音号于, 强调",,2,1,zk gk cet4 ky,3701,4140,s:accents/p:accented/i:accenting/d:accented/3:accents,,,"The accent in ""guitar"" falls on the second syllable.",「Guitar」一字的重音在第二音节。,He speaks English with a German accent.,他说英语有德国口音。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,accent,72219,340160,https://tatoeba.org/en/sentences/show/72219,https://tatoeba.org/en/sentences/show/340160,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,accent,291928,2257007,https://tatoeba.org/en/sentences/show/291928,https://tatoeba.org/en/sentences/show/2257007,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
