official_book_code,official_book_name,official_unit_code,official_unit_name,official_sort_order,word,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,exchange,detail,audio,example_en_1,example_cn_1,example_en_2,example_cn_2,example_1_source,example_1_license,example_1_matched_form,example_1_tatoeba_en_sentence_id,example_1_tatoeba_cn_sentence_id,example_1_tatoeba_en_url,example_1_tatoeba_cn_url,example_1_tatoeba_en_author,example_1_tatoeba_cn_author,example_1_author_status,example_1_attribution_notes,example_2_source,example_2_license,example_2_matched_form,example_2_tatoeba_en_sentence_id,example_2_tatoeba_cn_sentence_id,example_2_tatoeba_en_url,example_2_tatoeba_cn_url,example_2_tatoeba_en_author,example_2_tatoeba_cn_author,example_2_author_status,example_2_attribution_notes
gre,GRE 词库,all,全部,11,abeyance,ә'beiәns,n. temporary cessation or suspension,"n. 中止, 暂搁, 停止, 归属待定\n[化] 潜态",,,,gre,19462,29581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gre,GRE 词库,all,全部,12,abhor,әb'hɒ:,v. find repugnant,"vt. 憎恶, 痛恨, 回避, 拒绝",,,,toefl gre,18438,16665,p:abhorred/3:abhors/d:abhorred/i:abhorring,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gre,GRE 词库,all,全部,13,abhorrent,әb'hɒrәnt,s. offensive to the mind,"a. 令人憎恨的, 可恶的, 厌恶的, 相抵触的, 不一致的",,,,toefl gre,20689,22815,,,,Such an idea is abhorrent to her.,她很讨厌这样的想法。,,,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,abhorrent,311061,375441,https://tatoeba.org/en/sentences/show/311061,https://tatoeba.org/en/sentences/show/375441,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,,,,,,,,,,,
gre,GRE 词库,all,全部,14,abide,ә'baid,v dwell\nv put up with something or somebody unpleasant,"vi. 停留, 遵守, 居留, 继续下去\nvt. 忍受, 经受, 屈从于",,1,,cet6 ky toefl gre,9496,8457,i:abiding/3:abides/p:abided/d:abided,,,I cannot abide to see such cruelty.,我不忍目睹这种残酷的行径。,My parents teach me to abide by my promises.,父母教育我要遵守承诺。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,abide,2054115,2054116,https://tatoeba.org/en/sentences/show/2054115,https://tatoeba.org/en/sentences/show/2054116,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,abide,7795830,3031919,https://tatoeba.org/en/sentences/show/7795830,https://tatoeba.org/en/sentences/show/3031919,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
gre,GRE 词库,all,全部,15,abject,'æbdʒekt,s. of the most contemptible kind\ns. most unfortunate or miserable\ns. showing utter resignation or hopelessness\ns. showing humiliation or submissiveness,"a. 绝望无助的, 可怜的, 糟透的, 卑鄙的, 自卑的\n[法] 卑鄙的, 卑下的, 可怜的",,1,,toefl gre,18555,16479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gre,GRE 词库,all,全部,16,abjure,әb'dʒuә,"v. formally reject or disavow a formerly held belief, usually under pressure","vt. 发誓断绝, 公开放弃\n[法] 誓绝, 弃绝, 公开放弃",,,,gre,35014,30718,d:abjured/i:abjuring/p:abjured/s:abjures/3:abjures,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gre,GRE 词库,all,全部,17,ablution,ә'blu:ʃәn,n. the ritual washing of a priest's hands or of sacred vessels,"n. 洗澡, 洗礼, 斋戒沐浴\n[化] 洗净; 洗净液",,,,toefl gre,34589,31213,s:ablutions,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gre,GRE 词库,all,全部,18,abnegate,'æbnigeit,v. surrender (power or a position)\nv. deny or renounce,"vt. 放弃, 舍弃, 克制(欲望)",,,,gre,0,0,d:abnegated/i:abnegating/p:abnegated/3:abnegates,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gre,GRE 词库,all,全部,19,abnegation,.æbni'geiʃәn,n. the denial and rejection of a doctrine or belief\nn. renunciation of your own interests in favor of the interests of others,"n. 放弃, 舍弃, 克制",,,,gre,46637,42346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gre,GRE 词库,all,全部,20,abolish,ә'bɒliʃ,v. do away with,"vt. 废止, 革除, 消灭\n[经] 废除, 取消, 裁撤",,2,,gk cet6 ky toefl ielts gre,3736,7490,d:abolished/i:abolishing/p:abolished/3:abolishes,,,We should abolish the death penalty.,我们应该废除死刑。,How can we abolish war?,我们怎样才能停止战争？,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,abolish,266987,2077797,https://tatoeba.org/en/sentences/show/266987,https://tatoeba.org/en/sentences/show/2077797,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,abolish,38603,348394,https://tatoeba.org/en/sentences/show/38603,https://tatoeba.org/en/sentences/show/348394,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
gre,GRE 词库,all,全部,21,abolition,.æbәu'liʃәn,n. the act of abolishing a system or practice or institution (especially abolishing slavery),"n. 废除, 废奴运动\n[医] 禁止, 消失",,,,toefl gre,5158,13737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gre,GRE 词库,all,全部,22,abominate,ә'bɒmineit,v find repugnant,"vt. 厌恶, 憎恶",,,,gre,0,0,p:abominated/3:abominates/i:abominating/d:abominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gre,GRE 词库,all,全部,23,aboriginal,.æbә'ridʒәnәl,a. of or pertaining to members of the indigenous people of Australia\ns. having existed from the beginning; in an earliest or original stage or state,"a. 原始的, 土著的\nn. 土著居民, 土生生物",,1,,ielts gre,16658,10042,s:aboriginals,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gre,GRE 词库,all,全部,24,abortive,ә'bɒ:tiv,s. failing to accomplish an intended result,"a. 流产的, 堕胎的, 失败的\n[医] 流产的; 顿挫的",,1,,toefl gre,11818,22876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gre,GRE 词库,all,全部,25,abound,ә'baund,v. be abundant or plentiful; exist in large quantities\nv. be in a state of movement or action,"vi. 大量存在, 富于, 充满",,1,,ky toefl ielts gre,8645,7676,3:abounds/p:abounded/i:abounding/d:abounded,,,Fish abound in this lake.,这湖里有许多鱼。,,,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,abound,59360,2029376,https://tatoeba.org/en/sentences/show/59360,https://tatoeba.org/en/sentences/show/2029376,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,,,,,,,,,,,
gre,GRE 词库,all,全部,26,aboveboard,ә.bʌv'bɒ:d,s. without concealment or deception; honest,"adv. 光明正大地, 率直地\na. 光明正大的, 率直的",,,,gre,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gre,GRE 词库,all,全部,27,abrade,ә'breid,v. wear away,"vt. 擦伤, 磨损, 磨\n[医] 擦除, 擦破; 磨损, 磨除",,,,gre,34653,28660,d:abraded/p:abraded/i:abrading/3:abrades,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gre,GRE 词库,all,全部,28,abrasion,ә'breiʒәn,n. an abraded area where the skin is torn or worn off\nn. erosion by friction,"n. 磨擦, 磨损, 磨损处\n[化] 磨耗; 磨蚀",,,,toefl ielts gre,21005,18254,s:abrasions,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gre,GRE 词库,all,全部,29,abrasive,ә'breisiv,n. a substance that abrades or wears down\ns. causing abrasion,n. 研磨料\na. 有研磨作用的,,1,,toefl gre,14194,16344,s:abrasives,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gre,GRE 词库,all,全部,30,abreast,ә'brest,"s. being up to particular standard or level especially in being up to date in knowledge\nr. alongside each other, facing in the same direction","adv. 并肩地, 并列地",,1,,gre,14056,16406,,,,These two are standing abreast.,两人并肩站在一起。,,,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,abreast,764068,1891250,https://tatoeba.org/en/sentences/show/764068,https://tatoeba.org/en/sentences/show/1891250,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,,,,,,,,,,,
gre,GRE 词库,all,全部,31,abridge,ә'bridʒ,"v. reduce in scope while retaining essential elements\nv. lessen, diminish, or curtail","vt. 缩短, 删节, 减少, 剥夺\n[法] 剥夺; 节略",,,,toefl ielts gre,36604,26746,d:abridged/i:abridging/p:abridged/3:abridges,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gre,GRE 词库,all,全部,32,abrogate,'æbrәgeit,v. revoke formally,"vt. 废除, 取消\n[经] 取消, 废除, 不生效(的法令)",,,,gre,22524,21800,d:abrogated/i:abrogating/p:abrogated/3:abrogates,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gre,GRE 词库,all,全部,33,abrupt,ә'brʌpt,s. marked by sudden changes in subject and sharp transitions\ns. exceedingly sudden and unexpected\ns. extremely steep\ns. surprisingly and unceremoniously brusque in manner,"a. 突然的, 唐突的, 陡峭的, 不连贯的",,2,,gk cet6 ky toefl ielts gre,8560,8703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gre,GRE 词库,all,全部,34,abscission,æb'siʒәn,n. shedding of flowers and leaves and fruit following formation of scar tissue in a plant\nn. the act of cutting something off,"n. 切断, 除去\n[医] 切除",,,,gre,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gre,GRE 词库,all,全部,35,abscond,әb'skɒnd,v. run away; usually includes taking something or somebody along,"vi. 潜逃, 逃匿\n[经] (为躲避罪责,债务等)潜逃",,,,gre,21789,27687,p:absconded/d:absconded/i:absconding/3:absconds/s:absconds,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gre,GRE 词库,all,全部,36,absenteeism,æbsәn'ti:iz(ә)m,n. habitual absence from work,"n. 经常无故缺席, 旷职, 旷工, 旷课\n[经] 有计划的怠工, 旷工",,,,toefl gre,15710,19278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gre,GRE 词库,all,全部,37,absolute,'æbsәlu:t,n. something that is conceived or that exists independently and not in relation to other things; something that does not depend on anything else and is beyond human control; something that is not relative\na. perfect or complete or pure\ns. complete and without restriction or qualification; sometimes used informally as intensifiers\ns. not limited by law,"a. 绝对的, 专制的, 完全的, 独立的\nn. 绝对事物",,3,1,gk cet4 cet6 ky toefl gre,2420,3165,s:absolutes,,,A computer is an absolute necessity now.,电脑现在是一个绝对必要的东西了。,The lord held absolute power over his subjects.,领主对他的臣民有绝对权力。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,absolute,54558,801309,https://tatoeba.org/en/sentences/show/54558,https://tatoeba.org/en/sentences/show/801309,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,absolute,48601,334772,https://tatoeba.org/en/sentences/show/48601,https://tatoeba.org/en/sentences/show/334772,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
gre,GRE 词库,all,全部,38,absolve,әb'zɒlv,v. let off the hook,"vt. 宣告...无罪, 赦免, 免除\n[经] 免偿(债务), 解除",,,,toefl gre,14557,17031,d:absolved/p:absolved/i:absolving/3:absolves,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gre,GRE 词库,all,全部,39,absorb,әb'sɒ:b,"v. become imbued\nv. take up mentally\nv. take up, as of debts or payments\nv. take in, also metaphorically","vt. 吸收, 使全神贯注, 同化, 买进, 理解, 承受, 忍受, 承担\n[医] 吸收",,2,1,gk cet4 cet6 ky toefl ielts gre,2879,3120,d:absorbed/p:absorbed/3:absorbs/i:absorbing,,,Trees give off oxygen and absorb carbon dioxide.,树木排出氧气，吸收二氧化碳。,It feels like it's going to absorb you into another world.,它的感觉像是它把你吸到了另外一个世界。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,absorb,266244,380720,https://tatoeba.org/en/sentences/show/266244,https://tatoeba.org/en/sentences/show/380720,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,absorb,4835367,4844745,https://tatoeba.org/en/sentences/show/4835367,https://tatoeba.org/en/sentences/show/4844745,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
gre,GRE 词库,all,全部,40,abstain,әb'stein,v. refrain from voting\nv. choose not to consume,"vi. 自制, 戒绝, 弃权, 回避",,1,,toefl gre,11773,13833,p:abstained/i:abstaining/d:abstained/3:abstains,,,My father tries to abstain from drinking.,我父亲正在尝试戒酒。,I had to abstain from smoking while I was in the hospital.,在医院的时候，我不得不戒烟。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,abstain,251670,339231,https://tatoeba.org/en/sentences/show/251670,https://tatoeba.org/en/sentences/show/339231,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,abstain,259867,1878437,https://tatoeba.org/en/sentences/show/259867,https://tatoeba.org/en/sentences/show/1878437,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
gre,GRE 词库,all,全部,41,abstemious,æb'sti:mjәs,a. sparing in consumption of especially food and drink\ns. marked by temperance in indulgence,"a. 有节制的, 节约的",,,,gre,37943,41055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gre,GRE 词库,all,全部,42,abstention,әb'stenʃәn,n the trait of abstaining (especially from alcohol),"n. 戒绝, 回避, 弃权",,,,gre,13117,24775,s:abstentions,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gre,GRE 词库,all,全部,43,abstentious,æb'stenʃəs,a. Characterized by abstinence; self-restraining.,a. 有节制的,,,,gre,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gre,GRE 词库,all,全部,44,abstinent,'æbstinәnt,s. self-restraining; not indulging an appetite especially for food or drink,"a. 有节制的, 禁欲的\nn. 禁欲者",,,,gre,0,32241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gre,GRE 词库,all,全部,45,abstract,'æbstrækt,v. consider a concept without thinking of a specific example; consider abstractly or theoretically\nv. consider apart from a particular case or instance\nv. give an abstract (of)\na. existing only in the mind; separated from embodiment,"a. 抽象的, 深奥的\nn. 摘要, 抽象概念\nvt. 摘要, 提炼, 使抽象化\n[计] 摘录; 摘要; 抽象",,2,,gk cet4 cet6 ky toefl ielts gre,3729,4007,s:abstracts/d:abstracted/i:abstracting/3:abstracts/p:abstracted,,,"To him, hunger was an abstract concept; he always had enough to eat.",对他来说，「肚子饿」是个抽象的概念，因为他从来就没有饿过。,Some abstract art is difficult to understand.,一些抽象艺术是很难理解的。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,abstract,1933,408448,https://tatoeba.org/en/sentences/show/1933,https://tatoeba.org/en/sentences/show/408448,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,abstract,277567,798166,https://tatoeba.org/en/sentences/show/277567,https://tatoeba.org/en/sentences/show/798166,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
gre,GRE 词库,all,全部,46,abstruse,æb'stru:s,s. difficult to penetrate; incomprehensible to one of ordinary understanding or knowledge,"a. 难解的, 深奥的",,,,toefl gre,33040,29894,r:abstruser,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gre,GRE 词库,all,全部,47,absurd,әb'sә:d,n. a situation in which life seems irrational and meaningless\ns. inconsistent with reason or logic or common sense\ns. incongruous; inviting ridicule,"a. 荒谬的, 不合理的, 可笑的\nn. 荒诞",,2,,gk cet6 ky toefl ielts gre,5676,5901,s:absurds,,,It's absurd of you to do that.,您这么做很荒唐。,I think that this is all quite absurd.,这一切在我看来都颇为荒唐。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,absurd,17990,487505,https://tatoeba.org/en/sentences/show/17990,https://tatoeba.org/en/sentences/show/487505,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,absurd,7801494,1855068,https://tatoeba.org/en/sentences/show/7801494,https://tatoeba.org/en/sentences/show/1855068,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
gre,GRE 词库,all,全部,48,abundance,ә'bʌndәns,n. the property of a more than adequate quantity or supply\nn. (physics) the ratio of the number of atoms of a specific isotope of an element to the total number of isotopes present\nn. (chemistry) the ratio of the total mass of an element in the earth's crust to the total mass of the earth's crust; expressed as a percentage or in parts per million,"n. 丰富, 充足, 大量\n[经] 丰富, 充裕",,1,,cet6 ky toefl ielts gre,7038,5425,s:abundances,,,She lives in abundance.,她过着富足的日子。,,,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,abundance,317305,1394925,https://tatoeba.org/en/sentences/show/317305,https://tatoeba.org/en/sentences/show/1394925,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,,,,,,,,,,,
gre,GRE 词库,all,全部,49,abundant,ә'bʌndәnt,a. present in great quantity,"a. 丰富的, 充分的, 大量的",,1,,gk cet4 ky toefl gre,7823,6223,,,,There is an abundant supply of foodstuffs.,粮食供应十分充足。,The United States is abundant in natural resources.,美国的自然资源很丰富。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,abundant,268802,633875,https://tatoeba.org/en/sentences/show/268802,https://tatoeba.org/en/sentences/show/633875,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,abundant,320221,334791,https://tatoeba.org/en/sentences/show/320221,https://tatoeba.org/en/sentences/show/334791,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
gre,GRE 词库,all,全部,50,abuse,ә'bju:s.ә'bju:z,n. a rude expression intended to offend or hurt\nv. use foul or abusive language towards\nv. use wrongly or improperly or excessively,"n. 滥用, 虐待, 恶习, 辱骂\nvt. 滥用, 辱骂, 虐待",,4,1,gk cet4 cet6 ky toefl ielts gre,2352,1540,d:abused/s:abuses/i:abusing/3:abuses/p:abused,,,We can only abuse of things that are good.,我们只能滥用善良的。,"When it comes to drugs, there's a very fine line between use and abuse.",用药和滥药只差一线。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,abuse,901867,2575652,https://tatoeba.org/en/sentences/show/901867,https://tatoeba.org/en/sentences/show/2575652,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,abuse,2190431,6488764,https://tatoeba.org/en/sentences/show/2190431,https://tatoeba.org/en/sentences/show/6488764,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
gre,GRE 词库,all,全部,51,abusive,ә'bju:siv,s. expressing offensive reproach\ns. characterized by physical or psychological maltreatment,"a. 恶言谩骂的, 被滥用的, 腐败的, 虐待的",,,,gre,11729,7131,,,,The purpose of antitrust law is to stop the abusive influence of the market by big companies.,反垄断法律的目的是停止滥用市场影响力的大公司.,,,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,abusive,1832760,1832748,https://tatoeba.org/en/sentences/show/1832760,https://tatoeba.org/en/sentences/show/1832748,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,,,,,,,,,,,
gre,GRE 词库,all,全部,52,abut,ә'bʌt,v lie adjacent to another or share a boundary,"v. 邻接, 毗邻",,,,toefl gre,20120,18235,i:abutting/3:abuts/p:abutted/d:abutted,,,,,,,,,,,,,,,,,,,,,,,,,,,,
