official_book_code,official_book_name,official_unit_code,official_unit_name,official_sort_order,word,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,exchange,detail,audio,example_en_1,example_cn_1,example_en_2,example_cn_2,example_1_source,example_1_license,example_1_matched_form,example_1_tatoeba_en_sentence_id,example_1_tatoeba_cn_sentence_id,example_1_tatoeba_en_url,example_1_tatoeba_cn_url,example_1_tatoeba_en_author,example_1_tatoeba_cn_author,example_1_author_status,example_1_attribution_notes,example_2_source,example_2_license,example_2_matched_form,example_2_tatoeba_en_sentence_id,example_2_tatoeba_cn_sentence_id,example_2_tatoeba_en_url,example_2_tatoeba_cn_url,example_2_tatoeba_en_author,example_2_tatoeba_cn_author,example_2_author_status,example_2_attribution_notes
toefl,托福词库,all,全部,11,abhorrent,әb'hɒrәnt,s. offensive to the mind,"a. 令人憎恨的, 可恶的, 厌恶的, 相抵触的, 不一致的",,,,toefl gre,20689,22815,,,,Such an idea is abhorrent to her.,她很讨厌这样的想法。,,,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,abhorrent,311061,375441,https://tatoeba.org/en/sentences/show/311061,https://tatoeba.org/en/sentences/show/375441,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,,,,,,,,,,,
toefl,托福词库,all,全部,12,abide,ә'baid,v dwell\nv put up with something or somebody unpleasant,"vi. 停留, 遵守, 居留, 继续下去\nvt. 忍受, 经受, 屈从于",,1,,cet6 ky toefl gre,9496,8457,i:abiding/3:abides/p:abided/d:abided,,,I cannot abide to see such cruelty.,我不忍目睹这种残酷的行径。,My parents teach me to abide by my promises.,父母教育我要遵守承诺。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,abide,2054115,2054116,https://tatoeba.org/en/sentences/show/2054115,https://tatoeba.org/en/sentences/show/2054116,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,abide,7795830,3031919,https://tatoeba.org/en/sentences/show/7795830,https://tatoeba.org/en/sentences/show/3031919,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
toefl,托福词库,all,全部,13,abiding,ә'baidiŋ,s. unceasing,"a. 永久的, 持久的, 不变的",,1,,toefl,14446,15604,0:abide/1:i/i:abiding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toefl,托福词库,all,全部,14,ability,ә'biliti,n. the quality of being able to perform; a quality that permits or facilitates achievement or accomplishment\nn. possession of the qualities (especially mental qualities) required to do something or get something done,"n. 能力, 才干\n[经] 能力, 才能",,4,1,zk gk cet4 ky toefl ielts,946,783,s:abilities,,,She has great ability in teaching English.,她很擅长英语教学。,"From each according to their ability, to each according to their needs.",各尽所能、各取所需。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,ability,312691,1855104,https://tatoeba.org/en/sentences/show/312691,https://tatoeba.org/en/sentences/show/1855104,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,ability,8289058,8607153,https://tatoeba.org/en/sentences/show/8289058,https://tatoeba.org/en/sentences/show/8607153,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
toefl,托福词库,all,全部,15,abject,'æbdʒekt,s. of the most contemptible kind\ns. most unfortunate or miserable\ns. showing utter resignation or hopelessness\ns. showing humiliation or submissiveness,"a. 绝望无助的, 可怜的, 糟透的, 卑鄙的, 自卑的\n[法] 卑鄙的, 卑下的, 可怜的",,1,,toefl gre,18555,16479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toefl,托福词库,all,全部,16,ablaze,ә'bleiz,s. keenly excited (especially sexually) or indicating excitement\ns. lighted up by or as by fire or flame\ns. resembling flame in brilliance or color\ns. lighted with red light as if with flames,"a. 着火的, 闪亮的, 激昂的\nadv. 着火, 闪耀",,1,,toefl,15022,16903,,,,The sky was ablaze with fireworks.,天空被焰火点亮。,The house was ablaze.,房子被火吞噬了。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,ablaze,18281,358156,https://tatoeba.org/en/sentences/show/18281,https://tatoeba.org/en/sentences/show/358156,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,ablaze,49333,8924801,https://tatoeba.org/en/sentences/show/49333,https://tatoeba.org/en/sentences/show/8924801,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
toefl,托福词库,all,全部,17,ablution,ә'blu:ʃәn,n. the ritual washing of a priest's hands or of sacred vessels,"n. 洗澡, 洗礼, 斋戒沐浴\n[化] 洗净; 洗净液",,,,toefl gre,34589,31213,s:ablutions,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toefl,托福词库,all,全部,18,abnormal,æb'nɒ:mәl,a. not normal; not typical or usual or regular or conforming to a norm\na. departing from the normal in e.g. intelligence and development\ns. much greater than the normal,"a. 反常的, 不规则的, 变态的, 畸形的\nn. 畸形的人",,1,,gk cet4 cet6 ky toefl ielts,6548,8241,s:abnormals,,,Environmental pollution is causing abnormal weather conditions.,环境污染正造成异常的天气情况。,His view on marriage is abnormal.,他的婚姻观很畸形。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,abnormal,21016,797018,https://tatoeba.org/en/sentences/show/21016,https://tatoeba.org/en/sentences/show/797018,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,abnormal,7785145,6452361,https://tatoeba.org/en/sentences/show/7785145,https://tatoeba.org/en/sentences/show/6452361,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
toefl,托福词库,all,全部,19,aboard,ә'bɒ:d,"r. on a ship, train, plane or other vehicle\nr. on first or second or third base\nr. side by side\nr. part of a group","adv. 在船上, 在火车上, 在飞机上\nprep. 在...之上",,2,,gk cet4 ky toefl,7625,4984,,,,The passengers all went aboard the ship.,乘客全都登上了船。,It is very dangerous to jump aboard the train when it is moving.,跳上一列正在开的火车是很危险的。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,aboard,268409,1769181,https://tatoeba.org/en/sentences/show/268409,https://tatoeba.org/en/sentences/show/1769181,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,aboard,387986,333528,https://tatoeba.org/en/sentences/show/387986,https://tatoeba.org/en/sentences/show/333528,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
toefl,托福词库,all,全部,20,abolish,ә'bɒliʃ,v. do away with,"vt. 废止, 革除, 消灭\n[经] 废除, 取消, 裁撤",,2,,gk cet6 ky toefl ielts gre,3736,7490,d:abolished/i:abolishing/p:abolished/3:abolishes,,,We should abolish the death penalty.,我们应该废除死刑。,How can we abolish war?,我们怎样才能停止战争？,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,abolish,266987,2077797,https://tatoeba.org/en/sentences/show/266987,https://tatoeba.org/en/sentences/show/2077797,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,abolish,38603,348394,https://tatoeba.org/en/sentences/show/38603,https://tatoeba.org/en/sentences/show/348394,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
toefl,托福词库,all,全部,21,abolition,.æbәu'liʃәn,n. the act of abolishing a system or practice or institution (especially abolishing slavery),"n. 废除, 废奴运动\n[医] 禁止, 消失",,,,toefl gre,5158,13737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toefl,托福词库,all,全部,22,abolitionist,.æbәu'liʃәnist,n. a reformer who favors abolishing slavery,"n. 废除主义者, 废奴主义者",,,,toefl,17978,17150,s:abolitionists,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toefl,托福词库,all,全部,23,abort,ә'bɒ:t,"n. the act of terminating a project or procedure before it is completed\nv. terminate before completion\nv. cease development, die, and be aborted\nv. terminate a pregnancy by undergoing an abortion","vi. 流产, 中途失败\nvt. 使流产, 使失败, 使中止",,1,,toefl ielts,13979,12402,d:aborted/p:aborted/i:aborting/3:aborts,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toefl,托福词库,all,全部,24,abortive,ә'bɒ:tiv,s. failing to accomplish an intended result,"a. 流产的, 堕胎的, 失败的\n[医] 流产的; 顿挫的",,1,,toefl gre,11818,22876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toefl,托福词库,all,全部,25,abound,ә'baund,v. be abundant or plentiful; exist in large quantities\nv. be in a state of movement or action,"vi. 大量存在, 富于, 充满",,1,,ky toefl ielts gre,8645,7676,3:abounds/p:abounded/i:abounding/d:abounded,,,Fish abound in this lake.,这湖里有许多鱼。,,,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,abound,59360,2029376,https://tatoeba.org/en/sentences/show/59360,https://tatoeba.org/en/sentences/show/2029376,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,,,,,,,,,,,
toefl,托福词库,all,全部,26,abrasion,ә'breiʒәn,n. an abraded area where the skin is torn or worn off\nn. erosion by friction,"n. 磨擦, 磨损, 磨损处\n[化] 磨耗; 磨蚀",,,,toefl ielts gre,21005,18254,s:abrasions,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toefl,托福词库,all,全部,27,abrasive,ә'breisiv,n. a substance that abrades or wears down\ns. causing abrasion,n. 研磨料\na. 有研磨作用的,,1,,toefl gre,14194,16344,s:abrasives,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toefl,托福词库,all,全部,28,abridge,ә'bridʒ,"v. reduce in scope while retaining essential elements\nv. lessen, diminish, or curtail","vt. 缩短, 删节, 减少, 剥夺\n[法] 剥夺; 节略",,,,toefl ielts gre,36604,26746,d:abridged/i:abridging/p:abridged/3:abridges,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toefl,托福词库,all,全部,29,abroad,ә'brɒ:d,s. in a foreign country\nr. to or in a foreign country,"adv. 往国外, 到室外, 到处\na. 往国外的, 在室外的, 广泛四散的",,3,1,zk gk toefl,2243,3363,,,,The President is usually accompanied by his wife when he goes abroad.,总统出国通常有妻子陪伴。,I talked with my parents about my studying abroad.,我跟父母讲了留学的事情。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,abroad,275879,340091,https://tatoeba.org/en/sentences/show/275879,https://tatoeba.org/en/sentences/show/340091,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,abroad,262222,330587,https://tatoeba.org/en/sentences/show/262222,https://tatoeba.org/en/sentences/show/330587,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
toefl,托福词库,all,全部,30,abrupt,ә'brʌpt,s. marked by sudden changes in subject and sharp transitions\ns. exceedingly sudden and unexpected\ns. extremely steep\ns. surprisingly and unceremoniously brusque in manner,"a. 突然的, 唐突的, 陡峭的, 不连贯的",,2,,gk cet6 ky toefl ielts gre,8560,8703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toefl,托福词库,all,全部,31,absence,'æbsәns,"n. the state of being absent\nn. failure to be present\nn. the time interval during which something or somebody is away\nn. the occurrence of an abrupt, transient loss or impairment of consciousness (which is not subsequently remembered), sometimes with light twitching, fluttering eyelids, etc.; common in petit mal epilepsy","n. 缺席, 缺乏, 没有\n[医] 失神",,3,1,gk cet4 cet6 ky toefl,1585,2524,s:absences,,,A Mr West called in your absence.,有个West先生在你不在的时候打过电话来。,In reality black is not a color; it is the absence of color.,黑色其实不是一种颜色，而是一种没有颜色的状态。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,absence,325488,414215,https://tatoeba.org/en/sentences/show/325488,https://tatoeba.org/en/sentences/show/414215,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,absence,265252,1359702,https://tatoeba.org/en/sentences/show/265252,https://tatoeba.org/en/sentences/show/1359702,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
toefl,托福词库,all,全部,32,absent,'æbsәnt,v. go away or leave\na. not being in a specified place\ns. lost in thought; showing preoccupation,"a. 缺席的, 不在的, 缺乏的, 漫不经心的\nvt. 使缺席",,2,1,zk gk cet4 cet6 ky toefl,4300,5516,p:absented/i:absenting/d:absented/3:absents,,,We need you to tell us why you were absent all last week.,我们要你告诉我们你为什么整个上周都缺勤。,She's been absent from school for five days.,她已经五天不上学了。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,absent,3724399,5911690,https://tatoeba.org/en/sentences/show/3724399,https://tatoeba.org/en/sentences/show/5911690,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,absent,1396368,1873014,https://tatoeba.org/en/sentences/show/1396368,https://tatoeba.org/en/sentences/show/1873014,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
toefl,托福词库,all,全部,33,absentee,.æbsәn'ti:,n. one that is absent or not in residence,"n. 缺席者, 不在者\n[经] 缺勤者, 缺席者, 未到工者",,1,,toefl,14623,13021,s:absentees,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toefl,托福词库,all,全部,34,absenteeism,æbsәn'ti:iz(ә)m,n. habitual absence from work,"n. 经常无故缺席, 旷职, 旷工, 旷课\n[经] 有计划的怠工, 旷工",,,,toefl gre,15710,19278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toefl,托福词库,all,全部,35,absolute,'æbsәlu:t,n. something that is conceived or that exists independently and not in relation to other things; something that does not depend on anything else and is beyond human control; something that is not relative\na. perfect or complete or pure\ns. complete and without restriction or qualification; sometimes used informally as intensifiers\ns. not limited by law,"a. 绝对的, 专制的, 完全的, 独立的\nn. 绝对事物",,3,1,gk cet4 cet6 ky toefl gre,2420,3165,s:absolutes,,,A computer is an absolute necessity now.,电脑现在是一个绝对必要的东西了。,The lord held absolute power over his subjects.,领主对他的臣民有绝对权力。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,absolute,54558,801309,https://tatoeba.org/en/sentences/show/54558,https://tatoeba.org/en/sentences/show/801309,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,absolute,48601,334772,https://tatoeba.org/en/sentences/show/48601,https://tatoeba.org/en/sentences/show/334772,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
toefl,托福词库,all,全部,36,absolutely,'æbsәlu:tli,r. completely and without qualification; used informally as intensifiers\nr. totally and definitely; without question,"adv. 完全地, 绝对地, 确确实实地",,4,1,cet4 toefl,1619,1149,,,,I’ve been absolutely off my feet lately.,我最近忙得晕头转向。,I don't use taxis unless it's absolutely necessary.,如无必要我也不会打的。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,absolutely,10459853,10043970,https://tatoeba.org/en/sentences/show/10459853,https://tatoeba.org/en/sentences/show/10043970,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,absolutely,272637,8591274,https://tatoeba.org/en/sentences/show/272637,https://tatoeba.org/en/sentences/show/8591274,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
toefl,托福词库,all,全部,37,absolve,әb'zɒlv,v. let off the hook,"vt. 宣告...无罪, 赦免, 免除\n[经] 免偿(债务), 解除",,,,toefl gre,14557,17031,d:absolved/p:absolved/i:absolving/3:absolves,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toefl,托福词库,all,全部,38,absorb,әb'sɒ:b,"v. become imbued\nv. take up mentally\nv. take up, as of debts or payments\nv. take in, also metaphorically","vt. 吸收, 使全神贯注, 同化, 买进, 理解, 承受, 忍受, 承担\n[医] 吸收",,2,1,gk cet4 cet6 ky toefl ielts gre,2879,3120,d:absorbed/p:absorbed/3:absorbs/i:absorbing,,,Trees give off oxygen and absorb carbon dioxide.,树木排出氧气，吸收二氧化碳。,It feels like it's going to absorb you into another world.,它的感觉像是它把你吸到了另外一个世界。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,absorb,266244,380720,https://tatoeba.org/en/sentences/show/266244,https://tatoeba.org/en/sentences/show/380720,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,absorb,4835367,4844745,https://tatoeba.org/en/sentences/show/4835367,https://tatoeba.org/en/sentences/show/4844745,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
toefl,托福词库,all,全部,39,absorbing,әb'sɒ:biŋ,s. capable of arousing and holding the attention,"a. 吸引人的, 非常有趣的\n[机] 吸收的",,1,,toefl,14174,17537,0:absorb/1:i/i:absorbing,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toefl,托福词库,all,全部,40,absorption,әb'sɒ:pʃәn,n. (chemistry) a process in which one substance permeates another; a fluid permeates or is dissolved by a liquid or solid\nn. (physics) the process in which incident radiated energy is retained without reflection or transmission on passing through a medium,"n. 吸收, 专心, 全神贯注\n[化] 吸收; 吸收作用",,,,cet6 toefl,5819,8596,s:absorptions,,,,,,,,,,,,,,,,,,,,,,,,,,,,
